Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"IPREM By","Moein Salimi Sartakhti, Romina Etezadi and Mehrnoush Shamsfard",2021,"Proceedings of The Second International Workshop …","aclanthology.org","https://aclanthology.org/2021.nsurl-1.5.pdf","",91,"2022-03-25 10:39:45","PDF","","","",,,,,0,0.00,0,1,1,"… for the English language, such as SemEval-2010-Task 8 and TACRED. For Persian which … , which is an expert-translated version of SemEval- 2010-Task-8 dataset. PERLEX has 10717 …","https://aclanthology.org/2021.nsurl-1.5.pdf",""
0,"S Xu, S Sun, Z Zhang, F Xu, J Liu","BERT Gated Multi-window Attention Network for Relation Extraction",2021,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231221018828","",92,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,5,1,"… Existing relation extraction models mainly rely on neural … in relation extraction. For this problem, this paper proposes a … on the standard SemEval-2010 Task 8 dataset show that the …","","https://scholar.google.com/scholar?q=related:ebwidp6CI3YJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"J Liu, X Duan, R Zhang, Y Sun, L Guan, B Lin","Relation classification via BERT with piecewise convolution and focal loss",2021,"Plos one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0257092","",95,"2022-03-25 10:39:45","HTML","","","",,,,,0,0.00,0,6,1,"… a novel neural network to classify the relation of two … of SemEval-2010 Task 8, this paper uses the macro-average F1 value (Macro-F1) to evaluate the model for the nine direct relation …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0257092","https://scholar.google.com/scholar?q=related:ZfSBOHDlkbgJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"C Xie, D Chen, H Shi, M Fan","Attention-Based Bidirectional Long Short Term Memory Networks Combine with Phrase Convolution Layer for Relation Extraction",2021,"2021 5th SLAAI International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9664707/","",104,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,4,1,"… SemEval-2010 Task 8 dataset show that the performance of our model is better than most existing models. Keywords—Relation … recurrent neural network for relation extraction, and …","https://ieeexplore.ieee.org/iel7/9664653/9664654/09664707.pdf","https://scholar.google.com/scholar?q=related:1AufAikc_DUJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Zhang, S Qin","Improving Relation Classification with Multi-graph GCN",2021,"2021 IEEE 2nd International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9520688/","",115,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,2,1,"… In this paper, we present MGGCM model, a novel neural network to classify the relation of … graphs for relation classification. We conduct experiments on the Semeval-2010 Task 8 dataset…","https://ieeexplore.ieee.org/iel7/9520383/9520385/09520688.pdf","https://scholar.google.com/scholar?q=related:1ycYZ6BO0TUJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"S Kamath, KG Karibasappa, A Reddy, ...","Improving the Relation Classification Using Convolutional Neural Network",2021,"IOP Conference …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1757-899X/1187/1/012004/meta","",125,"2022-03-25 10:39:45","","10.1088/1757-899X/1187/1/012004","","",,,,,0,0.00,0,4,1,"… DATASET: SEMEVAL 2010 task 8 dataset was used for the proposed model with nine common relations mentioned in the state-of-art work as well as many other works. The state-of-the-…","https://iopscience.iop.org/article/10.1088/1757-899X/1187/1/012004/pdf","https://scholar.google.com/scholar?q=related:OMCp7Q2qIWcJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Qie, H Shen, A Liu","A Deep Learning and Ontology Based Framework for Textual Requirements Analysis and Conceptual Model Generation",2021,"Complex Systems Design & Management","Springer","https://link.springer.com/chapter/10.1007/978-3-030-73539-5_1","",129,"2022-03-25 10:39:45","","10.1007/978-3-030-73539-5_1","","",,,,,0,0.00,0,3,1,"… of the deep convolutional neural network, we use Tensorflow [18]. For our deep neural network, we … Semeval-2010 task 8: Multi-way classification of semantic relations between pairs of …","","https://scholar.google.com/scholar?q=related:QvEVLsF5yXQJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"S Wei","Distantly Supervision for Relation Extraction via LayerNorm Gated Recurrent Neural Networks",2021,"2021 2nd International Conference on Computing and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463159/","",144,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,1,1,"… I evaluate my method on SemEval-2010 Task 8 [19], which is a common dataset in relation extraction. The dataset aims at avoiding semantic overlap as much as possible. Table I …","https://ieeexplore.ieee.org/iel7/9463177/9463158/09463159.pdf","https://scholar.google.com/scholar?q=related:jwbLgg0PAkoJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Qie, H Shen, A Liu","A Deep Learning and Ontology Based Framework for Textual Requirements Analysis and Conceptual Model Generation",2021,"Complex Systems Design & Management","Springer","https://link.springer.com/chapter/10.1007/978-3-030-73539-5_1","",145,"2022-03-25 10:39:45","","10.1007/978-3-030-73539-5_1","","",,,,,0,0.00,0,3,1,"… ], which is designed specifically for relation classification. The main … As for the implementation of the deep convolutional neural … Semeval-2010 task 8: Multi-way classification of semantic …","","https://scholar.google.com/scholar?q=related:QvEVLsF5yXQJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"S Wei","Distantly Supervision for Relation Extraction via LayerNorm Gated Recurrent Neural Networks",2021,"2021 2nd International Conference on Computing and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463159/","",152,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,1,1,"… I evaluate my method on SemEval-2010 Task 8 [19], which is a common dataset in relation extraction. The dataset aims at avoiding semantic overlap as much as possible. Table I …","https://ieeexplore.ieee.org/iel7/9463177/9463158/09463159.pdf","https://scholar.google.com/scholar?q=related:jwbLgg0PAkoJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Q Li, N Yao, J Zhao, Y Zhang","Multi-scale fusion self attention mechanism",2021,"","openreview.net","https://openreview.net/forum?id=fgcIb5gd99r","",166,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,4,1,"… In order to obtain vector representation of different scales, we use convolutional neural … We chose semeval 2010 task 8 to validate our experiment. Table 4 shows our experimental …","https://openreview.net/pdf?id=fgcIb5gd99r",""
4,"P Hosseini, DA Broniatowski, M Diab","Predicting directionality in causal relations in text",2021,"arXiv preprint arXiv:2103.13606","arxiv.org","https://arxiv.org/abs/2103.13606","https://scholar.google.com/scholar?cites=13365660231420372592&as_sdt=2005&sciodt=2007&hl=en",168,"2022-03-25 10:39:45","","","","",,,,,4,4.00,1,3,1,"… from text using linguistically informed deep neural networks. In Proceedings of the 19th … Semeval-2010 task 8 was to have a standard benchmark dataset for multi-way semantic relation …","https://arxiv.org/pdf/2103.13606","https://scholar.google.com/scholar?q=related:cGZgiipdfLkJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Yan, H Sun, J Liu","A Review and Outlook for Relation Extraction",2021,"The 5th International Conference on Computer …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3487075.3487103","",172,"2022-03-25 10:39:45","","10.1145/3487075.3487103","","",,,,,0,0.00,0,3,1,"… pattern matching, statistics relation extraction, and the supervised neural relation extraction models and … pipeline-based relation extraction models on the SemEval-2010 Task 8 dataset. …","https://dl.acm.org/doi/pdf/10.1145/3487075.3487103","https://scholar.google.com/scholar?q=related:HMsvqN5pISYJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Xie","An Overview of Entity Relation Extraction",2021,"Journal of Physics: Conference Series","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1827/1/012146/meta","",173,"2022-03-25 10:39:45","","10.1088/1742-6596/1827/1/012146","","",,,,,0,0.00,0,1,1,"… of relation extraction approaches using Semeval 2010 task-8 … extraction with multi-instance multilabel convolutional neural … Neural relation extraction with selective attention over …","https://iopscience.iop.org/article/10.1088/1742-6596/1827/1/012146/pdf","https://scholar.google.com/scholar?q=related:pGgWDEl4FrkJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"B Yin, Y Sun","Relationship Classification based on Dependency Parsing and Pre-training Model",2021,"","researchsquare.com","https://www.researchsquare.com/article/rs-1105737/latest.pdf","",180,"2022-03-25 10:39:45","PDF","","","",,,,,0,0.00,0,2,1,"… Table 3 compares the performance of the model in this paper with various neural network models on the SemEval-2010 Task 8 dataset, which proves that the method proposed in this …","https://www.researchsquare.com/article/rs-1105737/latest.pdf","https://scholar.google.com/scholar?q=related:t5uTyEzkrxcJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"A Davletov, D Gordeev, N Arefyev, ...","LIORI at SemEval-2021 Task 8: Ask Transformer for measurements",2021,"Proceedings of the 15th …","aclanthology.org","https://aclanthology.org/2021.semeval-1.178/","https://scholar.google.com/scholar?cites=17021849538589594876&as_sdt=2005&sciodt=2007&hl=en",185,"2022-03-25 10:39:45","","","","",,,,,2,2.00,1,4,1,"… relation extraction, Transformer-based models also outperform other approaches. A promising approach is treating relation … -art results for TACRED and SemEval 2010 task 8 datasets. …","https://aclanthology.org/2021.semeval-1.178.pdf","https://scholar.google.com/scholar?q=related:_JTHP_jBOewJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
6,"Z Li, Y Sun, J Zhu, S Tang, C Zhang, H Ma","Improve relation extraction with dual attention-guided graph convolutional networks",2021,"Neural Computing and …","Springer","https://link.springer.com/article/10.1007/s00521-020-05087-z","https://scholar.google.com/scholar?cites=17576306362199843373&as_sdt=2005&sciodt=2007&hl=en",194,"2022-03-25 10:39:45","","10.1007/s00521-020-05087-z","","",,,,,6,6.00,1,6,1,"… On the SemEval 2010 Task 8 training set, 800 samples were selected as a validation set. The … F1 scores on the SemEval 2010 Task 8 dataset are given in the experimental results. …","https://www.researchgate.net/profile/Zhixin-Li-2/publication/342312288_Improve_relation_extraction_with_dual_attention-guided_graph_convolutional_networks/links/5f1a97dc92851cd5fa421ac5/Improve-relation-extraction-with-dual-attention-guided-graph-convolutional-networks.pdf","https://scholar.google.com/scholar?q=related:LSJcXoOV6_MJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"S Lyu, X Wu, J Li, Q Chen, H Chen","Do Models Learn the Directionality of Relations? A New Evaluation Task: Relation Direction Recognition",2021,"arXiv preprint arXiv:2105.09045","arxiv.org","https://arxiv.org/abs/2105.09045","",195,"2022-03-25 10:39:45","","","","",,,,,0,0.00,0,5,1,"… of-the-art performance is achieved on SemEval-2010 Task 8. … neural networks are exploited in relation classification. In the last decade, an active area of research was studied in relation …","https://arxiv.org/pdf/2105.09045","https://scholar.google.com/scholar?q=related:cpp44dPbaz8J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
15,"N Ding, X Wang, Y Fu, G Xu, R Wang, P Xie, ...","Prototypical representation learning for relation extraction",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2103.11647","https://scholar.google.com/scholar?cites=12544006759905435219&as_sdt=2005&sciodt=2007&hl=en",199,"2022-03-25 10:39:45","","","","",,,,,15,15.00,2,7,1,"… As deep neural networks have gained much attention then, a series of … As a classic benchmark task, results on SemEval 2010 Task 8 are already relatively high compared with other …","https://arxiv.org/pdf/2103.11647","https://scholar.google.com/scholar?q=related:Ux5D6K9DFa4J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"IU Haq, ZY Khan, A Ahmad, B Hayat, A Khan, YE Lee, ...","Evaluating and Enhancing the Robustness of Sustainable Neural Relationship Classifiers Using Query-Efficient Black-Box Adversarial Attacks",2021,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/13/11/5892","https://scholar.google.com/scholar?cites=12846113165828890320&as_sdt=2005&sciodt=2007&hl=en",202,"2022-03-25 10:39:45","","","","",,,,,1,1.00,0,7,1,"… This is because for the classification a specific relation such as “entity-origin” from SemEval-2010 Task 8 and “Person-City_of_birth” from TACRED, words such as “arrive” and “died” are …","https://www.mdpi.com/2071-1050/13/11/5892/pdf","https://scholar.google.com/scholar?q=related:0B6z2dyPRrIJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"D Sousa","Deep Learning System for Biomedical Relation Extraction Combining External Sources of Knowledge",2021,"European Conference on Information Retrieval","Springer","https://link.springer.com/chapter/10.1007/978-3-030-72240-1_82","",204,"2022-03-25 10:39:45","","10.1007/978-3-030-72240-1_82","","",,,,,0,0.00,0,1,1,"… relation extraction approaches have been proposed to identify relations between concepts in literature, namely using neural … between pairs of nominals corpus SemEval-2010 Task 8 [9], …","https://www.researchgate.net/profile/Diana-Sousa-6/publication/350569542_Deep_Learning_System_for_Biomedical_Relation_Extraction_Combining_External_Sources_of_Knowledge/links/606c34754585159de5ffb002/Deep-Learning-System-for-Biomedical-Relation-Extraction-Combining-External-Sources-of-Knowledge.pdf","https://scholar.google.com/scholar?q=related:3ugERrsYNLUJ:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"D Gromann, L Wachowiak, C Lang, ...","Multilingual Extraction of Terminological Concept Systems",2021,"… Learning and Neural …","juls.savba.sk","https://www.juls.savba.sk/attachments/workshop_20210930_en/workshop_20210930_book_of_abstracts.pdf#page=5","",213,"2022-03-25 10:39:45","PDF","","","",,,,,0,0.00,0,4,1,"… For the joint relation and term extraction we tested several existing datasets, appropriating them to the typology of relations we utilize, especially SemEval 2010 Task 8 [4]. However, the …","https://www.juls.savba.sk/attachments/workshop_20210930_en/workshop_20210930_book_of_abstracts.pdf#page=5","https://scholar.google.com/scholar?q=related:vx6ZfRhqVF8J:scholar.google.com/&scioq=%22relation%22+%22neural%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
